ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-01-01,55.75704,37.7458756218119,43.39516950695658,55.75704,55.75704,-15.181511512262976,-15.181511512262976,-15.181511512262976,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.0019924877370232088,0.0019924877370232088,0.0019924877370232088,0.0,0.0,0.0,40.57552848773703
2024-01-02,55.11207123287671,37.29374329273116,42.89543200668949,55.11207123287671,55.11207123287671,-15.1442821866641,-15.1442821866641,-15.1442821866641,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.039221813335900205,0.039221813335900205,0.039221813335900205,0.0,0.0,0.0,39.96778904621261
2024-01-03,54.46710246575343,36.4196702764631,41.93505521487508,54.46710246575343,54.46710246575343,-15.26055684573093,-15.26055684573093,-15.26055684573093,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.07705284573092744,-0.07705284573092744,-0.07705284573092744,0.0,0.0,0.0,39.206545620022496
2024-01-04,53.82213369863013,35.544752439209724,41.30839972309325,53.82213369863013,53.82213369863013,-15.283222020000046,-15.283222020000046,-15.283222020000046,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.09971802000004593,-0.09971802000004593,-0.09971802000004593,0.0,0.0,0.0,38.538911678630086
2024-01-05,53.17716493150685,35.208132984698004,40.95638660006952,53.17716493150685,53.17716493150685,-15.15206228186451,-15.15206228186451,-15.15206228186451,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.03144171813549175,0.03144171813549175,0.03144171813549175,0.0,0.0,0.0,38.02510264964234
2024-01-06,52.53219616438356,34.63256656728705,40.13942510816927,52.53219616438356,52.53219616438356,-15.04132951992695,-15.04132951992695,-15.04132951992695,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.14217448007305078,0.14217448007305078,0.14217448007305078,0.0,0.0,0.0,37.49086664445662
2024-01-07,51.887227397260276,33.881589690294675,39.627659746397974,51.887227397260276,51.887227397260276,-15.221563633550549,-15.221563633550549,-15.221563633550549,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.03805963355054649,-0.03805963355054649,-0.03805963355054649,0.0,0.0,0.0,36.66566376370973
2024-01-08,51.24225863013699,33.12448458066361,38.6666147106741,51.24225863013699,51.24225863013699,-15.181511512263299,-15.181511512263299,-15.181511512263299,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.001992487736701092,0.001992487736701092,0.001992487736701092,0.0,0.0,0.0,36.06074711787369
2024-01-09,50.5972898630137,32.67248657125866,38.32283620347934,50.5972898630137,50.5972898630137,-15.144282186664073,-15.144282186664073,-15.144282186664073,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.03922181333592634,0.03922181333592634,0.03922181333592634,0.0,0.0,0.0,35.45300767634963
2024-01-10,49.95232109589041,32.02632959507175,37.47403726884486,49.95232109589041,49.95232109589041,-15.260556845731273,-15.260556845731273,-15.260556845731273,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.07705284573127272,-0.07705284573127272,-0.07705284573127272,0.0,0.0,0.0,34.69176425015914
2024-01-11,49.307352328767124,31.07677082393359,36.54477688817967,49.307352328767124,49.307352328767124,-15.283222020000096,-15.283222020000096,-15.283222020000096,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.0997180200000957,-0.0997180200000957,-0.0997180200000957,0.0,0.0,0.0,34.02413030876703
2024-01-12,48.662383561643836,30.71600075842791,36.45706146638895,48.662383561643836,48.662383561643836,-15.152062281864316,-15.152062281864316,-15.152062281864316,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.0314417181356865,0.0314417181356865,0.0314417181356865,0.0,0.0,0.0,33.51032127977952
2024-01-13,48.017414794520555,30.194272478088635,36.007335072245105,48.017414794520555,48.017414794520555,-15.041329519926688,-15.041329519926688,-15.041329519926688,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.14217448007331304,0.14217448007331304,0.14217448007331304,0.0,0.0,0.0,32.97608527459387
2024-01-14,47.37244603073454,29.06497624348869,34.93509827045943,47.37244603073454,47.37244603073454,-15.221563633550698,-15.221563633550698,-15.221563633550698,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.03805963355069539,-0.03805963355069539,-0.03805963355069539,0.0,0.0,0.0,32.150882397183835
2024-01-15,46.72747726694854,28.87033677057788,34.415323712097226,46.72747726694854,46.72747726694854,-15.181511512263272,-15.181511512263272,-15.181511512263272,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.0019924877367279905,0.0019924877367279905,0.0019924877367279905,0.0,0.0,0.0,31.54596575468527
2024-01-16,46.08250850316253,28.09884138896263,33.76845570032225,46.08250850316253,46.08250850316253,-15.14428218666405,-15.14428218666405,-15.14428218666405,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.03922181333595245,0.03922181333595245,0.03922181333595245,0.0,0.0,0.0,30.93822631649848
2024-01-17,45.437539739376525,27.521614441515364,32.84777460765037,45.437539739376525,45.437539739376525,-15.260556845731234,-15.260556845731234,-15.260556845731234,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.07705284573123383,-0.07705284573123383,-0.07705284573123383,0.0,0.0,0.0,30.17698289364529
2024-01-18,44.792570975590515,26.721650769956437,32.166603486551836,44.792570975590515,44.792570975590515,-15.283222019999997,-15.283222019999997,-15.283222019999997,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.09971801999999487,-0.09971801999999487,-0.09971801999999487,0.0,0.0,0.0,29.509348955590518
2024-01-19,44.14760221180452,26.286628391391798,31.889992328213363,44.14760221180452,44.14760221180452,-15.152062281864119,-15.152062281864119,-15.152062281864119,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.031441718135881216,0.031441718135881216,0.031441718135881216,0.0,0.0,0.0,28.9955399299404
2024-01-20,43.502633448018514,25.336677044538845,31.36273619838843,43.502633448018514,43.502633448018514,-15.041329519926748,-15.041329519926748,-15.041329519926748,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.14217448007325273,0.14217448007325273,0.14217448007325273,0.0,0.0,0.0,28.461303928091766
2024-01-21,42.8576646842325,24.82454232924833,30.327000457149207,42.8576646842325,42.8576646842325,-15.221563633550657,-15.221563633550657,-15.221563633550657,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.03805963355065797,-0.03805963355065797,-0.03805963355065797,0.0,0.0,0.0,27.636101050681845
2024-01-22,42.2126959204465,24.08689873904945,30.042264204682922,42.2126959204465,42.2126959204465,-15.181511512263246,-15.181511512263246,-15.181511512263246,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.0019924877367549078,0.0019924877367549078,0.0019924877367549078,0.0,0.0,0.0,27.031184408183254
2024-01-23,41.56772715666049,23.61919160408017,29.29269728957383,41.56772715666049,41.56772715666049,-15.14428218666422,-15.14428218666422,-15.14428218666422,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.03922181333578306,0.03922181333578306,0.03922181333578306,0.0,0.0,0.0,26.423444969996268
2024-01-24,40.92275839287449,22.890471305965157,28.690637991098342,40.92275839287449,40.92275839287449,-15.260556845730784,-15.260556845730784,-15.260556845730784,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.07705284573078414,-0.07705284573078414,-0.07705284573078414,0.0,0.0,0.0,25.66220154714371
2024-01-25,40.31259324552685,22.34989476201109,27.940119287999075,40.31259324552685,40.31259324552685,-15.283222020000046,-15.283222020000046,-15.283222020000046,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.09971802000004465,-0.09971802000004465,-0.09971802000004465,0.0,0.0,0.0,25.029371225526802
2024-01-26,39.7024280981792,21.8818970776539,27.410120703567532,39.7024280981792,39.7024280981792,-15.152062281864003,-15.152062281864003,-15.152062281864003,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.03144171813599658,0.03144171813599658,0.03144171813599658,0.0,0.0,0.0,24.550365816315193
2024-01-27,39.09226295083155,21.380341280181742,26.841896028611576,39.09226295083155,39.09226295083155,-15.041329519926807,-15.041329519926807,-15.041329519926807,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.14217448007319242,0.14217448007319242,0.14217448007319242,0.0,0.0,0.0,24.050933430904742
2024-01-28,38.482097803483896,20.331317818320873,25.86714982573324,38.482097803483896,38.482097803483896,-15.221563633550808,-15.221563633550808,-15.221563633550808,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.03805963355080687,-0.03805963355080687,-0.03805963355080687,0.0,0.0,0.0,23.260534169933088
2024-01-29,37.871932656136245,19.751766057615907,25.486920754034006,37.871932656136245,37.871932656136245,-15.181511512263569,-15.181511512263569,-15.181511512263569,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.0019924877364327744,0.0019924877364327744,0.0019924877364327744,0.0,0.0,0.0,22.690421143872676
2024-01-30,37.261767508788594,19.31105389516699,24.82927909216587,37.261767508788594,37.261767508788594,-15.144282186664386,-15.144282186664386,-15.144282186664386,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.03922181333561366,0.03922181333561366,0.03922181333561366,0.0,0.0,0.0,22.11748532212421
2024-01-31,36.65160236144095,18.478432471874882,24.13725483155991,36.65160236144095,36.65160236144095,-15.260556845730937,-15.260556845730937,-15.260556845730937,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.07705284573093733,-0.07705284573093733,-0.07705284573093733,0.0,0.0,0.0,21.39104551571001
2024-02-01,36.0414372140933,17.892814463631353,23.804267619486527,36.0414372140933,36.0414372140933,-15.28322202000001,-15.28322202000001,-15.28322202000001,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.09971802000000907,-0.09971802000000907,-0.09971802000000907,0.0,0.0,0.0,20.75821519409329
2024-02-02,35.43127206674565,17.28266039772286,23.154901106065935,35.43127206674565,35.43127206674565,-15.15206228186389,-15.15206228186389,-15.15206228186389,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.031441718136111955,0.031441718136111955,0.031441718136111955,0.0,0.0,0.0,20.279209784881758
2024-02-03,34.821106919398,17.222931430677253,22.773483308338765,34.821106919398,34.821106919398,-15.04132951992686,-15.04132951992686,-15.04132951992686,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.14217448007313974,0.14217448007313974,0.14217448007313974,0.0,0.0,0.0,19.779777399471136
2024-02-04,34.21094177205035,16.17264766721544,21.784356976357877,34.21094177205035,34.21094177205035,-15.221563633550442,-15.221563633550442,-15.221563633550442,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.038059633550438836,-0.038059633550438836,-0.038059633550438836,0.0,0.0,0.0,18.989378138499905
2024-02-05,33.600776624702696,15.599669175563992,21.28449690010278,33.600776624702696,33.600776624702696,-15.181511512263379,-15.181511512263379,-15.181511512263379,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.0019924877366198886,0.0019924877366198886,0.0019924877366198886,0.0,0.0,0.0,18.41926511243932
2024-02-06,33.18487832667011,15.088102325252779,20.79617908544012,33.18487832667011,33.18487832667011,-15.144282186664359,-15.144282186664359,-15.144282186664359,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.03922181333563979,0.03922181333563979,0.03922181333563979,0.0,0.0,0.0,18.04059614000575
2024-02-07,32.76898002863753,14.906047703294158,20.170996916746425,32.76898002863753,32.76898002863753,-15.26055684573109,-15.26055684573109,-15.26055684573109,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.07705284573109053,-0.07705284573109053,-0.07705284573109053,0.0,0.0,0.0,17.50842318290644
2024-02-08,32.35308173060495,14.206554306599557,19.82997805589847,32.35308173060495,32.35308173060495,-15.28322202000006,-15.28322202000006,-15.28322202000006,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.09971802000005887,-0.09971802000005887,-0.09971802000005887,0.0,0.0,0.0,17.069859710604888
2024-02-09,31.937183432572365,13.888571136530237,19.51853258398872,31.937183432572365,31.937183432572365,-15.15206228186451,-15.15206228186451,-15.15206228186451,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.031441718135492444,0.031441718135492444,0.031441718135492444,0.0,0.0,0.0,16.785121150707855
2024-02-10,31.52128513453979,13.660050954547335,19.195423267326134,31.52128513453979,31.52128513453979,-15.041329519926913,-15.041329519926913,-15.041329519926913,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.14217448007308708,0.14217448007308708,0.14217448007308708,0.0,0.0,0.0,16.479955614612877
2024-02-11,31.105386836507204,13.302175865952236,18.636789155282454,31.105386836507204,31.105386836507204,-15.221563633550495,-15.221563633550495,-15.221563633550495,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.038059633550494576,-0.038059633550494576,-0.038059633550494576,0.0,0.0,0.0,15.883823202956709
2024-02-12,30.689488538474624,12.53715073515132,18.349062657526588,30.689488538474624,30.689488538474624,-15.181511512263512,-15.181511512263512,-15.181511512263512,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.001992487736486602,0.001992487736486602,0.001992487736486602,0.0,0.0,0.0,15.507977026211112
2024-02-13,30.273590240442047,12.260867258882381,17.799709255581725,30.273590240442047,30.273590240442047,-15.144282186664336,-15.144282186664336,-15.144282186664336,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.03922181333566589,0.03922181333566589,0.03922181333566589,0.0,0.0,0.0,15.129308053777711
2024-02-14,29.857691942409467,11.826740078792964,17.276338732678532,29.857691942409467,29.857691942409467,-15.260556845731054,-15.260556845731054,-15.260556845731054,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.07705284573105162,-0.07705284573105162,-0.07705284573105162,0.0,0.0,0.0,14.597135096678413
2024-02-15,29.441793644376887,11.294775507747403,17.03724001813871,29.441793644376887,29.441793644376887,-15.283222019999961,-15.283222019999961,-15.283222019999961,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.09971801999995802,-0.09971801999995802,-0.09971801999995802,0.0,0.0,0.0,14.158571624376926
2024-02-16,29.025895346344303,10.90495004467917,16.784513747373627,29.025895346344303,29.025895346344303,-15.152062281864316,-15.152062281864316,-15.152062281864316,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.03144171813568716,0.03144171813568716,0.03144171813568716,0.0,0.0,0.0,13.873833064479987
2024-02-17,28.60999704831173,10.789512574682114,16.46734983786544,28.60999704831173,28.60999704831173,-15.041329519926974,-15.041329519926974,-15.041329519926974,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.14217448007302677,0.14217448007302677,0.14217448007302677,0.0,0.0,0.0,13.568667528384756
2024-02-18,28.326484558498326,10.408621844704767,15.886729773150263,28.326484558498326,28.326484558498326,-15.22156363355055,-15.22156363355055,-15.22156363355055,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.03805963355055032,-0.03805963355055032,-0.03805963355055032,0.0,0.0,0.0,13.104920924947775
2024-02-19,28.04297206868492,10.128995289506992,15.554420021224653,28.04297206868492,28.04297206868492,-15.181511512263326,-15.181511512263326,-15.181511512263326,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.0019924877366736997,0.0019924877366736997,0.0019924877366736997,0.0,0.0,0.0,12.861460556421596
2024-02-20,27.75945957887152,9.815079457812745,15.281194375039467,27.75945957887152,27.75945957887152,-15.144282186664206,-15.144282186664206,-15.144282186664206,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.039221813335793276,0.039221813335793276,0.039221813335793276,0.0,0.0,0.0,12.615177392207315
2024-02-21,27.475947089058117,9.374976963786118,15.049254164530348,27.475947089058117,27.475947089058117,-15.260556845731013,-15.260556845731013,-15.260556845731013,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.07705284573101272,-0.07705284573101272,-0.07705284573101272,0.0,0.0,0.0,12.215390243327104
2024-02-22,27.192434599244713,9.146579154740992,14.879024349591274,27.192434599244713,27.192434599244713,-15.28322202000001,-15.28322202000001,-15.28322202000001,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.09971802000000782,-0.09971802000000782,-0.09971802000000782,0.0,0.0,0.0,11.909212579244702
2024-02-23,26.908922109431312,9.001068624113138,14.456084235479707,26.908922109431312,26.908922109431312,-15.152062281864275,-15.152062281864275,-15.152062281864275,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.03144171813572318,0.03144171813572318,0.03144171813572318,0.0,0.0,0.0,11.756859827567038
